﻿Type dépense;Mission;Numéro programme;Programme;Code action (si crédit budgétaire);Action (si crédit budgétaire);Affectataire (si taxe affectée);Impôt (si dépense fiscale);Code dépense;Libellé;Atténuation climat;Adaptation climat;Eau;Déchets;Pollutions;Biodiversité;Cotation globale;% 2024 (si différent de 100);% 2025 (si différent de 100);% 2026 (si différent de 100);Catégorie générale;"Exécution 2024
(CP)";"LFI 2025
(CP)
(ou prévision 2025 si dépense fiscale)";"PLF 2026
(CP)
(ou prévision 2026 si dépense fiscale)";"Dépenses fiscales : "" ε "" montant inférieur à 0,5 M€, "" nc "" montant non calculé en prévision 2026"
Crédits budgétaires;Justice;335;Conseil supérieur de la magistrature;335-01;Conseil supérieur de la magistrature;;;335-01;Conseil supérieur de la magistrature;0;0;0;0;0;0;Neutre;;;;Régalien;5275274.84;6277480.0;6489147.0;
Crédits budgétaires;Plan de relance;364;Cohésion;364-08;Soutien aux personnes précaires;;;364-08;Soutien aux personnes précaires;0;0;0;0;0;0;Neutre;;;;Plan de relance;4484987.01;;;
Crédits budgétaires;Investir pour la France de 2030;421;Soutien des progrès de l'enseignement et de la recherche;421-04;Soutien des grandes universités de recherche;;;421-04;Soutien des grandes universités de recherche;;;;;;;NC;;;;Non coté - autres;71000000.0;53000000.0;73000000.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-02;Maturation de technologies, R&D, valorisation de la recherche;;;424-02;Maturation de technologies, R&D, valorisation de la recherche - ANR NC;;;;;;;NC;0.10862034936402058;0.10798514264259351;0.17987534230123625;Non coté - autres;51703286.2972738;12310306.26125566;64107571.9961606;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-03;Démonstration en conditions réelles, amorçage et premières commerciales;;;424-03;Démonstration en conditions réelles, amorçage et premières commerciales - CDC favorable;2;2;2;2;2;2;Favorable;0.12957949254528808;0;0;Industrie;135279522.500172;;;
Crédits budgétaires;Investir pour la France de 2030;425;Financement structurel des écosystèmes d’innovation;425-02;Aides à l'innovation « bottom-up » (subventions et prêts);;;425-02;Aides à l'innovation « bottom-up » - BPI neutre;0;0;0;0;0;0;Neutre;;0.931105223362065;0.6946103198976994;Neutre - autres;474176985.410765;431693195.0;449598615.77335215;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Régalien;-517527680.87;;;
Crédits budgétaires;Cohésion des territoires;162;Interventions territoriales de l'État;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-107238650.0;;;
Crédits budgétaires;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Régalien;-5900860.0;;;
Crédits budgétaires;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Régalien;476282106.0;;;
Crédits budgétaires;Relations avec les collectivités territoriales;119;;;;;;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;;;;;;;NC;;;;Collectivités;49898851.0;49898851.0;;
Crédits budgétaires;Justice;182;Protection judiciaire de la jeunesse;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Régalien;-173895848.29;-189506535.0;-199456980.0;
Crédits budgétaires;Direction de l'action du Gouvernement;308;Protection des droits et libertés;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-4236854.08;-5089180.0;-5393519.0;
Taxes affectées plafonnées;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;"Agence pour la mise en valeur des espaces urbains de la zone dite des "" 50 pas géométriques "" en Martinique";;AFF49-TA20;"Taxe spéciale d'équipement "" 50 pas géométriques "" en Martinique - affectée à l'Agence pour la mise en valeur des espaces urbains de la zone dite des "" 50 pas géométriques "" en Martinique";0;0;0;0;2;0;Favorable;;;;Bâtiments;975000.0;975000.0;1353000.0;
Taxes affectées plafonnées;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;;;Société des Grands Projets (SGP);;AFF14-TA84;Taxe spéciale d'équipement - affectée à la Société des Grands Projets (SGP);2;0;0;-1;2;0;Mixte;;;;Transports;67100000.0;67100000.0;67100000.0;
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Impôts locaux;60108;Exonération partielle des terres agricoles situées dans les départements d'outre-mer;2;2;2;0;0;2;Favorable;;;;Agriculture;11000000.0;11000000.0;11000000.0;
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Impôts locaux;50107;Abattement en faveur des immeubles anti-sismiques des départements d'outre-mer;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Outre-mer;123;Conditions de vie outre-mer;;;;Impôt sur les sociétés;320136;Crédit d'impôt à raison des investissements effectués dans le secteur du logement social dans les départements d'outre-mer avant le 31 décembre 2025;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;258000000.0;258000000.0;258000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur le revenu;190208;Exonération des plus-values professionnelles en cas de cession à titre onéreux d'une entreprise individuelle ou d'une activité par une société de personnes ou en cas de cessation d'un office d'avoué dans le cadre du départ à la retraite du cédant ou de l'associé de la société cédante;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;85000000.0;85000000.0;85000000.0;
Dépenses fiscales;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;;;;Impôt sur le revenu et impôt sur les sociétés;210305;Crédit d'impôt pour investissement en Corse;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;100000000.0;83000000.0;83000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur les sociétés;300110;Exonération des unions d'économie sociale;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;4000000.0;4000000.0;4000000.0;
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Impôts locaux;60104;Exonération totale en faveur des terres agricoles situées en Corse;2;2;2;0;0;2;Favorable;;;;Agriculture;2000000.0;2000000.0;2000000.0;
Dépenses fiscales;Solidarité, insertion et égalité des chances;157;Handicap et dépendance;;;;Impôts locaux;50101;Exonération en faveur des personnes âgées ou de condition modeste;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;31000000.0;31000000.0;31000000.0;
Dépenses fiscales;Sécurités;161;Sécurité civile;;;;Autres droits;940104;Exonération pour les véhicules exclusivement affectés aux missions de protection des services d’incendie et de secours et des associations agréées de protection civile;;;;;;;NC;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Écologie, développement et mobilité durables;174;Énergie, climat et après-mines;;;;Impôt sur le revenu et impôt sur les sociétés;200402;Déduction exceptionnelle en faveur des acquisitions de véhicules de 3,5 tonnes et plus fonctionnant exclusivement au gaz naturel, ou au biométhane, ou au carburant ED95, ou au B100, ou au dual fuel de type 1 A;1;0;0;0;0;0;Favorable;;;;Industrie;9000000.0;13000000.0;17000000.0;
Dépenses fiscales;Culture;175;Patrimoines;;;;Taxe d'archéologie préventive;590101;Exonérations de taxe d’archéologie préventive;-1;0;0;0;0;-1;Défavorable;;;;Bâtiments;;;;nc
Dépenses fiscales;Culture;175;Patrimoines;;;;Impôt sur le revenu;110248;Réduction d'impôt sur le revenu au titre des travaux de conservation ou de restauration d'objets mobiliers classés monuments historiques;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;1000000.0;1000000.0;1000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;;;;Droits d'enregistrement et de timbre;520111;Exonération des dons et legs consentis à des associations d'utilité publique de protection de l'environnement et de défense des animaux;0;0;0;0;0;1;Favorable;;;;Ressources naturelles;1000000.0;1000000.0;1000000.0;
Dépenses fiscales;Solidarité, insertion et égalité des chances;304;Inclusion sociale et protection des personnes;;;;Impôt sur le revenu;100202;Abattement en faveur des contribuables ayant des enfants mariés ou chargés de famille rattachés à leur foyer fiscal;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;6000000.0;7000000.0;8000000.0;
Dépenses fiscales;Médias, livre et industries culturelles;334;Livre et industries culturelles;;;;Impôt sur les sociétés;320129;Crédit d'impôt pour dépenses de production d'oeuvres audiovisuelles;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;224000000.0;223000000.0;263000000.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;102;Accès et retour à l'emploi;102-03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;;;102-03-03;Exonérations liées à l'insertion par l'activité économique;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;15031359.35;14920105.0;;
Crédits budgétaires;Immigration, asile et intégration;104;Intégration et accès à la nationalité française;104-16;Accompagnement des foyers de travailleurs migrants;;;104-16;Accompagnement des foyers de travailleurs migrants;0;0;0;0;0;0;Neutre;;;;Régalien;951717.0;1344233.0;1350000.0;
Crédits budgétaires;Relations avec les collectivités territoriales;119;Concours financiers aux collectivités territoriales et à leurs groupements;119-03;Soutien aux projets des départements et des régions;;;119-03;Soutien aux projets des départements et des régions - DSID 30% favorable;2;2;2;2;2;2;Favorable;0.25;0.3;0.3;Collectivités;37374328.893;50312564.4;50010902.1;
Crédits budgétaires;Direction de l'action du Gouvernement;129;Coordination du travail gouvernemental;129-10;Soutien;;;129-10;Soutien;;;;;;;NC;;;;Non coté - autres;153675792.68;150396068.0;158147271.0;
Crédits budgétaires;Économie;134;Développement des entreprises et régulations;134-23;Industrie et services;;;134-23;Industrie et services;;;;;;;NC;;;;Non coté - autres;1445671946.19;1083444479.0;941505577.0;
Crédits budgétaires;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;135-05;Innovation, territorialisation et services numériques;;;135-05;Innovation, territorialisation et services numériques;;;;;;;NC;;;;Non coté - autres;41569371.36;43380000.0;45430000.0;
Crédits budgétaires;Enseignement scolaire;140;Enseignement scolaire public du premier degré;140-06;Pilotage et encadrement pédagogique;;;140-06;Pilotage et encadrement pédagogique;0;0;0;0;0;0;Neutre;;;;Éducation;1613539252.22;1623619071.0;1652635425.0;
Crédits budgétaires;Enseignement scolaire;140;Enseignement scolaire public du premier degré;140-07;Personnels en situations diverses;;;140-07;Personnels en situations diverses;0;0;0;0;0;0;Neutre;;;;Éducation;169640298.74000004;127292778.0;122240576.0;
Crédits budgétaires;Enseignement scolaire;141;Enseignement scolaire public du second degré;141-10;Formation des personnels enseignants et d'orientation;;;141-10;Formation des personnels enseignants et d'orientation;0;0;0;0;0;0;Neutre;;;;Éducation;270230960.58000004;761041148.0;289900801.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-07;Commandement et maîtrise de l'information;;;146-07-22;Commander et conduire - Hébergerment-Cloud;0;0;0;0;0;0;Neutre;;;;Régalien;;1876766.0;10356890.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-08;Projection - mobilité - soutien;;;146-08-45;Assurer la mobilité - HIL;0;0;0;0;0;0;Neutre;;;;Régalien;179268527.85999998;168584501.0;333041104.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-08;Projection - mobilité - soutien;;;146-08-46;Assurer la mobilité - Rénovation Cougar;0;0;0;0;0;0;Neutre;;;;Régalien;;433393.0;;
Crédits budgétaires;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;149-23;Appui au renouvellement et à la modernisation des exploitations agricoles;;;149-23;Appui au renouvellement et à la modernisation des exploitations agricoles;0;0;0;0;0;0;Neutre;;;;Neutre - autres;138106113.91;131843004.0;105460272.0;
Crédits budgétaires;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire;150-13;Diffusion des savoirs et musées;;;150-13;Diffusion des savoirs et musées;0;0;0;0;0;0;Neutre;;;;Éducation;142699943.78;142474543.0;144068698.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-08;Fonctionnement des services;;;155-08;Fonctionnement des services;;;;;;;NC;;;;Non coté - autres;3956455.06;;;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-21;Personnels mettant en œuvre les politiques sociales et de la santé;;;155-21;Personnels mettant en œuvre les politiques sociales et de la santé;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;;321471516.0;318713193.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;155;Soutien des ministères sociaux;155-37;Communication;;;155-37;Communication;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;;18289377.0;18985153.0;
Crédits budgétaires;Sécurités;161;Sécurité civile;161-11;Prévention et gestion de crises;;;161-11;Prévention et gestion de crises;2;2;2;2;2;2;Favorable;;;;Ressources naturelles;79285916.95000002;57837598.0;61757823.0;
Crédits budgétaires;Conseil et contrôle de l'État;165;Conseil d'État et autres juridictions administratives;165-06;Soutien;;;165-06;Soutien;;;;;;;NC;;;;Non coté - autres;187703309.71;193509326.0;157223948.0;
Crédits budgétaires;Défense;178;Préparation et emploi des forces;178-04;Préparation des forces aériennes;;;178-04-03;Activités des forces aériennes;;;;;;;NC;;;;Non coté - autres;452376874.78999996;514973394.0;475474504.0;
Crédits budgétaires;Recherche et enseignement supérieur;190;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190-14;Recherche et développement dans le domaine de l'aéronautique civile;;;190-14-01;Recherches en amont;1;0;0;0;1;0;Favorable;;;;Transports;204538597.51;32126227.0;58070050.0;
Crédits budgétaires;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;203-43;Ports;;;203-43;Ports;0;0;0;0;0;0;Neutre;;;;Neutre - autres;87540453.68999998;82494963.0;87494963.0;
Crédits budgétaires;Écologie, développement et mobilité durables;203;Infrastructures et services de transports;203-50;Transport routier;;;203-50;Transport routier;0;0;0;0;0;0;Neutre;;;;Neutre - autres;166533257.22;167494137.0;167712137.0;
Crédits budgétaires;Écologie, développement et mobilité durables;205;Affaires maritimes, pêches et aquaculture;205-01;Surveillance et sûreté maritimes;;;205-01;Surveillance et sûreté maritimes;0;0;0;0;2;0;Favorable;;;;Ressources naturelles;37927783.99;32748348.0;33829809.0;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";;;212-54-07;Systèmes d'information et de communication;;;;;;;NC;;;;Non coté - autres;502146941.72;524494401.0;;
Crédits budgétaires;Défense;212;Soutien de la politique de la défense;212-61;Action sociale, chômage et pensions;;;212-61-02;Reconversion des personnels militaires - Chômage;0;0;0;0;0;0;Neutre;;;;Régalien;122711441.88000001;132631094.0;136086622.0;
Crédits budgétaires;Écologie, développement et mobilité durables;217;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;217-23;Personnels oeuvrant pour les politiques de l'énergie et du climat;;;217-23;Personnels oeuvrant pour les politiques de l'énergie et du climat;2;0;0;2;2;0;Favorable;;;;Autres;66337228.83;52498414.0;54680078.0;
Crédits budgétaires;Sport, jeunesse et vie associative;219;Sport;219-03;Prévention par le sport et protection des sportifs;;;219-03;Prévention par le sport et protection des sportifs;0;0;0;0;0;0;Neutre;;;;Neutre - autres;21950890.16;33698490.0;33816634.0;
Crédits budgétaires;Investir pour la France de 2030;424;Financement des investissements stratégiques;424-01;Programmes et équipements prioritaires de recherche;;;424-01;Programmes et équipements prioritaires de recherche ANR neutre;0;0;0;0;0;0;Neutre;0.3564182154126746;0.3564182154126746;0.36836938777348116;Neutre - autres;19246583.63228443;3920600.36953942;88408653.06563547;
Crédits budgétaires;Investir pour la France de 2030;425;Financement structurel des écosystèmes d’innovation;425-01;Financements de l'écosystème ESRI et valorisation;;;425-01;Financements de l'écosystème ESRI et valorisation - ANR neutre;0;0;0;0;0;0;Neutre;1;0.8333333333333334;0.9519253602939773;Neutre - autres;351846885.0;293846885.0;611300000.0;
Crédits budgétaires;Investir pour la France de 2030;425;Financement structurel des écosystèmes d’innovation;425-03;Aides à l’innovation « bottom-up » (fonds propres);;;425-03;Aides à l’innovation « bottom-up » (fonds propres) - CDC Neutre;0;0;0;0;0;0;Neutre;0.15918045705279715;0.5611111111111111;;Neutre - autres;112222222.222222;109416666.66666667;;
Crédits budgétaires;Pouvoirs publics;511;Assemblée nationale;511-01;Assemblée nationale;;;511-01;Assemblée nationale;0;0;0;0;0;0;Neutre;;;;Régalien;627181842.0;607647569.0;607647569.0;
Crédits budgétaires;Culture;175;Patrimoines;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-112496821.53;;;
Crédits budgétaires;Gestion des finances publiques;156;Gestion fiscale et financière de l'État et du secteur public local;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-22471239.79;;;
Crédits budgétaires;Enseignement scolaire;214;Soutien de la politique de l'éducation nationale;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Éducation;-16113790.889999999;;;
Crédits budgétaires;Engagements financiers de l'État;344;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;FDC/ADP;Fonds de concours et attributions de produits;;;FDC/ADP;Fonds de concours et attributions de produits;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-13000000.0;;;
Crédits budgétaires;Avances à l'audiovisuel public;843;Radio France;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;;;MP/MT - LFI 2025;MP/MT - Mesure de périmètre/transfert - LFI 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;660133908.0;;;
Crédits budgétaires;Sécurités;176;Police nationale;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Régalien;17347015.0;;;
Crédits budgétaires;Agriculture, alimentation, forêt et affaires rurales;215;Conduite et pilotage des politiques de l'agriculture;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;;;MP/MT - PLF 2025;MP/MT - Mesure de périmètre/transfert - PLF 2025;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-1032263.0;;;
Crédits budgétaires;Enseignement scolaire;230;;;;;;MP/MT - PLF 2026;MP/MT - Mesure de périmètre/transfert - PLF 2026;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-48423581.0;-48423581.0;;
Crédits budgétaires;Économie;134;Développement des entreprises et régulations;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Neutre - autres;-97167669.15;-98274690.0;-112069873.0;
Crédits budgétaires;Enseignement scolaire;140;Enseignement scolaire public du premier degré;T2_CAS;T2 - contribution au CAS;;;T2_CAS;T2 - contribution au CAS;0;0;0;0;0;0;Neutre;;;;Éducation;-9051766970.25;-9849231566.0;-10211500624.0;
Taxes affectées plafonnées;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;Institut national de l'origine et de la qualité (INAO);;AFF2-TA3;Droits sur les produits bénéficiant d'une appellation d'origine, d'une indication géographique ou d'un label rouge;0;0;0;0;0;0;Neutre;;;;Neutre - autres;7500000.0;7140000.0;7140000.0;
Taxes affectées plafonnées;Écologie, développement et mobilité durables;205;Affaires maritimes, pêches et aquaculture;;;Organismes mentionnés à l'Art. L.742-9 du code de la sécurité intérieure (SNSM);;AFF54-TA245;Droit de passeport applicable aux grands navires de plaisance;0;0;0;0;0;0;Neutre;;;;Neutre - autres;4000000.0;168000.0;168000.0;
Taxes affectées plafonnées;Administration générale et territoriale de l'État;354;Administration territoriale de l'État;;;Agence nationale des titres sécurisés (ANTS);;AFF41-TA54;Droit de timbre passeport;0;0;0;0;0;0;Neutre;;;;Régalien;217043000.0;217043000.0;217043000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;130201;Déduction des dépenses de réparations et d'amélioration  - part rénovation énergétique 23%;2;2;0;0;0;0;Favorable;0.23;0.23;0.23;Bâtiments;457700000.0;457700000.0;457700000.0;
Dépenses fiscales;Travail, emploi et administration des ministères sociaux;102;Accès et retour à l'emploi;;;;Taxe sur la valeur ajoutée;720106;Exonération des associations intermédiaires conventionnées, visées à l'article L. 5132-7 du code du travail dont la gestion est désintéressée;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;37000000.0;37000000.0;42000000.0;
Dépenses fiscales;Travail, emploi et administration des ministères sociaux;103;Accompagnement des mutations économiques et développement de l'emploi;;;;Impôt sur le revenu;120146;Exonération de l’impôt sur le revenu, sous certaines conditions et limites, des rémunérations versées à raison des heures supplémentaires et complémentaires réalisées à compter du 1er janvier 2019;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;2144000000.0;2212000000.0;2250000000.0;
Dépenses fiscales;Culture;131;Création;;;;Impôt sur le revenu et impôt sur les sociétés;210203;Déduction sur cinq ans du prix d'acquisition des oeuvres originales d'artistes vivants;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;4000000.0;2000000.0;4000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur les sociétés;320135;Crédit d'impôt pour les entreprises de création de jeux vidéos;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;66000000.0;75000000.0;78000000.0;
Dépenses fiscales;Économie;134;Développement des entreprises et régulations;;;;Impôt sur le revenu;140122;Exonération, sous certaines conditions, des revenus des parts de fonds communs de placement à risques (FCPR) et des produits distribués des sociétés de capital risque (SCR);0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;9000000.0;13000000.0;13000000.0;
Dépenses fiscales;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;;;;Impôt sur le revenu;110265;Réduction d'impôt en faveur de l'investissement locatif intermédiaire rénové (Dispositif Denormandie) - part rénovation énergétique 23%;2;2;0;0;0;0;Favorable;0.23;0.23;0.23;Bâtiments;1150000.0;1150000.0;1610000.0;
Dépenses fiscales;Engagements financiers de l'État;145;Épargne;;;;Droits d'enregistrement et de timbre;580103;"Application d'un abattement d'assiette proportionnel de 20% aux contrats d'assurance-vie en unités de compte dénommés ""vie-génération"" dont les actifs sont investis en partie dans le logement social ou intermédiaire, l'économie sociale et solidaire, le capital-risque ou dans des entreprises de taille intermédiaire";0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;ε
Dépenses fiscales;Agriculture, alimentation, forêt et affaires rurales;149;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;;;;Impôts locaux;60201;Pertes de récoltes ou de bétail;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;284000000.0;284000000.0;284000000.0;
Dépenses fiscales;Sport, jeunesse et vie associative;163;Jeunesse et vie associative;;;;Impôt sur les sociétés;320116;Franchise d'impôt sur les sociétés pour les activités lucratives accessoires de certains organismes sans but lucratif lorsque les recettes correspondantes n'excèdent pas une limite indexée, chaque année, sur la prévision de l'indice des prix à la consommation, hors tabac, retenue dans le projet de loi de finances;0;0;0;0;0;0;Neutre;;;;Dépenses fiscales;;;;nc
Dépenses fiscales;Écologie, développement et mobilité durables;181;Prévention des risques;;;;Autres droits;990201;"Tarif réduit de la composante ""déchets"" pour la réception de résidus à haut pouvoir calorifique issus des opérations de tri performantes dans une installation de valorisation énergétique dont le rendement excède 0,7";2;0;0;2;0;0;Favorable;;;;Industrie;2000000.0;2000000.0;3000000.0;
Dépenses fiscales;Écologie, développement et mobilité durables;181;Prévention des risques;;;;Impôts locaux;50203;Dépenses engagées à raison de travaux dans le cadre de la prévention des risques technologiques;0;0;0;3;3;2;Favorable;;;;Industrie;;;;ε
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;102;Accès et retour à l'emploi;102-03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;;;102-03-04;Inclusion dans l'emploi des personnes en situation de handicap;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;505806360.79;507832563.0;432280945.0;
Crédits budgétaires;Travail, emploi et administration des ministères sociaux;102;Accès et retour à l'emploi;102-04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);;;102-04-02;Structures d'accompagnement des jeunes vers l'emploi;0;0;0;0;0;0;Neutre;;;;Politiques de l'emploi;120129381.42;135017769.0;139067855.0;
Crédits budgétaires;Action extérieure de l'État;105;Action de la France en Europe et dans le monde;105-09;"Personnel concourant à l'action ""Offre d'un service public de qualité aux français à l'étranger""";;;105-09;"Personnel concourant à l'action ""Offre d'un service public de qualité aux français à l'étranger""";0;0;0;0;0;0;Neutre;;;;Régalien;;206693388.0;214133092.0;
Crédits budgétaires;Cohésion des territoires;112;Impulsion et coordination de la politique d'aménagement du territoire;112-13;Soutien aux Opérateurs;;;112-13;Soutien aux Opérateurs;0;0;0;0;0;0;Neutre;;;;Neutre - autres;94046925.73;71461442.0;67646442.0;
Crédits budgétaires;Relations avec les collectivités territoriales;122;Concours spécifiques et administration;122-04;Dotations Outre-Mer;;;122-04;Dotations Outre-Mer;;;;;;;NC;;;;Collectivités;149928051.0;151186761.0;152339875.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;124;Conduite et soutien des politiques sanitaires et sociales;124-17;Financement des agences régionales de santé;;;124-17;Financement des agences régionales de santé;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;609140936.0;;;
Crédits budgétaires;Cohésion des territoires;135;Urbanisme, territoires et amélioration de l'habitat;135-03;Lutte contre l'habitat indigne;;;135-03;Lutte contre l'habitat indigne;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;6123090.8;15505000.0;11200000.0;
Crédits budgétaires;Solidarité, insertion et égalité des chances;137;Égalité entre les femmes et les hommes;137-25;Prévention et lutte contre les violences et la prostitution;;;137-25;Prévention et lutte contre les violences et la prostitution;0;0;0;0;0;0;Neutre;;;;Transferts sociaux, politiques sociales et de santé;41957019.65;45872357.0;44841005.0;
Crédits budgétaires;Outre-mer;138;Emploi outre-mer;138-03;Pilotage des politiques des outre-mer;;;138-03;Pilotage des politiques des outre-mer;;;;;;;NC;;;;Non coté - autres;3043891.53;3373101.0;3373101.0;
Crédits budgétaires;Enseignement scolaire;141;Enseignement scolaire public du second degré;141-13;Personnels en situations diverses;;;141-13;Personnels en situations diverses;0;0;0;0;0;0;Neutre;;;;Éducation;222000733.29000002;121688558.0;113181181.0;
Crédits budgétaires;Défense;146;Équipement des forces;146-09;Engagement et combat;;;146-09-85;Opérer en milieu hostile - SLAMF;0;0;0;0;0;0;Neutre;;;;Régalien;57453431.44;108762080.0;79429483.0;
